PostInterventionDays,EIR,LARVcov,outcome,outcomeLabel,min.val,max.val,mean.val,median.val,sd.val,n.val,q25,q75,q2.5,q97.5,se.val,lower.ci.val,upper.ci.val,weighted
300,10,60,Nv,Host-seeking mosquitoes,59.5824644381314,70.3259146087044,62.3865983863893,61.2455966503244,3.15486829246788,18,60.5887986433975,62.0439202355681,59.750186676782,70.1933941428113,0.74360958778482,60.8177192942547,63.955477478524,0
300,10,60,PR,Prevalence,39.713329904989,48.4411916434223,42.7917317781778,42.2690433661183,2.26395989652038,18,41.3965083755122,43.5082292399815,39.9916301973444,47.571458364049,0.533620465054652,41.6658910083548,43.9175725480007,0
300,10,60,simulatedEIR,EIR,76.1505036259297,84.6221414262391,78.559460008246,77.5431902625047,2.42073782087622,18,77.1426467152838,78.3252938647601,76.4264183618616,84.2559584713803,0.57057337620544,77.3556554108308,79.7632646056612,0
300,10,80,Nv,Host-seeking mosquitoes,80.1400757763891,93.2485032370109,83.0932399919925,81.3184939381166,4.09108852075439,18,80.6801332381929,82.6847318678027,80.2013706731119,93.2321401555467,0.964278811819958,81.0587895334402,85.1276904505449,0
300,10,80,PR,Prevalence,55.7538844230232,64.1274656194758,59.0427987791561,58.1290336614169,2.31172371671892,18,57.5824938067945,60.0043295658379,56.2416505015837,64.1240027441986,0.544878505440572,57.893205620351,60.1923919379611,0
300,10,80,simulatedEIR,EIR,91.3538156936266,97.4247021496521,92.8598984651926,91.9378097733201,1.8812900151554,18,91.7269084517767,92.8068136349929,91.4318176066756,97.4088523965235,0.443424309031643,91.9243549504077,93.7954419799775,0
300,10,100,Nv,Host-seeking mosquitoes,99.9999999987605,99.9999999988001,99.9999999987749,99.9999999987712,0.0000000000110199356007698,18,99.9999999987672,99.9999999987799,99.9999999987613,99.9999999987961,0.00000000000259742373051446,99.9999999987694,99.9999999987804,0
300,10,100,PR,Prevalence,69.1230881729902,72.4942036691725,70.986038041265,70.983857487516,0.858709249310805,18,70.7152850968049,71.5322907012841,69.3795783579643,72.2935313970493,0.202399711085093,70.5590119778687,71.4130641046613,0
300,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
305,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
305,10,0,PR,Prevalence,0,0,0,0,0,18,0,0,0,0,0,0,0,0
305,10,0,simulatedEIR,EIR,0,0,0,0,0,18,0,0,0,0,0,0,0,0
305,10,20,Nv,Host-seeking mosquitoes,19.7015057407347,24.7753534295755,20.7217653804694,20.2586634150901,1.41476838143224,18,19.8601902773212,20.6549692914496,19.7240636391947,24.3280371676785,0.333464105439684,20.0182176161645,21.4253131447743,0
305,10,20,PR,Prevalence,10.2469241157366,14.0180331456069,12.279811960583,12.0866980001372,1.16241975874367,18,11.8481289422608,13.2790517479212,10.3142650003498,13.9338068030657,0.273984964664294,11.7017542140421,12.8578697071238,0
305,10,20,simulatedEIR,EIR,28.5697604863322,34.8881526035507,31.550949956915,30.9857622833081,1.68851391629293,18,30.5195337176002,32.6418997179438,29.1832459534744,34.7779440715935,0.39798654677953,30.7112717407515,32.3906281730786,0
305,10,40,Nv,Host-seeking mosquitoes,39.1518424106677,47.8220573120651,41.6310733050773,41.3004815830449,2.41051041471515,18,39.88296558244,42.0054686070291,39.2805112862418,47.4400683693661,0.568162753455292,40.4323546770927,42.829791933062,0
305,10,40,PR,Prevalence,24.3404205143455,31.0791222066946,27.2925946059829,27.1084959441356,1.85416993703509,18,26.0656773837381,28.216323353978,24.6043449765455,31.0273019661338,0.437032045316581,26.3705375887616,28.2146516232042,0
305,10,40,simulatedEIR,EIR,55.488484940764,64.4317298238501,58.129584304628,56.9410441589168,2.66116523770308,18,56.2970297245345,58.9990247388588,55.7400421744739,64.3731284227477,0.627242661812586,56.8062179656542,59.4529506436018,0
305,10,60,Nv,Host-seeking mosquitoes,59.5824664726666,70.3260579837006,62.3866284997562,61.2456718452869,3.15496715334069,18,60.5887673216183,62.0438233885806,59.750186108123,70.1936683719492,0.743632889516007,60.8177002452661,63.9555567542462,0
305,10,60,PR,Prevalence,40.2943070215911,49.4159093927987,43.2352368530743,42.8181048455036,2.38526370010752,18,41.7476600630305,43.7441379594292,40.3483331958976,48.3278974827842,0.562212045754713,42.0490731208954,44.4214005852531,0
305,10,60,simulatedEIR,EIR,76.3137651785743,84.7882686874425,78.7372210680641,77.7301772992139,2.41652597803708,18,77.3324534091089,78.4988632001613,76.5995642884598,84.4163945255848,0.569580635327825,77.5355109708172,79.9389311653109,0
305,10,80,Nv,Host-seeking mosquitoes,80.1400760109921,93.2536133362422,83.094106974801,81.3185497783732,4.09336379636023,18,80.6801444832793,82.6847423777942,80.2013905321897,93.2395219825795,0.964815099423276,81.058525048309,85.129688901293,0
305,10,80,PR,Prevalence,56.4942241798933,64.9209201154747,59.5725866169703,58.6698023877092,2.32732979154124,18,58.0973330565334,60.5174697043366,56.9192390469037,64.8893343664608,0.548556892552094,58.415232739736,60.7299404942045,0
305,10,80,simulatedEIR,EIR,91.4616436572867,97.4685456390411,92.9567051304781,92.0504684371863,1.86198585782406,18,91.8321824124185,92.910888219816,91.5414049203611,97.4555014568724,0.438874275513615,92.0307613472892,93.8826489136671,0
305,10,100,Nv,Host-seeking mosquitoes,99.9999999991865,99.9999999992125,99.9999999991959,99.9999999991935,0.0000000000072337971969687,18,99.9999999991908,99.9999999991992,99.999999999187,99.9999999992099,0.00000000000170502235056827,99.9999999991923,99.9999999991995,0
305,10,100,PR,Prevalence,69.4513378147591,72.9496756712306,71.4127665347914,71.4905595408455,0.870032291685871,18,71.0254093156643,72.0558489022331,69.725607129434,72.6869035301113,0.205068577767451,70.9801096548935,71.8454234146892,0
305,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
310,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
310,10,0,PR,Prevalence,0,0,0,0,0,18,0,0,0,0,0,0,0,0
310,10,0,simulatedEIR,EIR,0,0,0,0,0,18,0,0,0,0,0,0,0,0
310,10,20,Nv,Host-seeking mosquitoes,19.7015475823431,24.7755057036828,20.7217100009367,20.2586511070066,1.41470139609047,18,19.8600670929758,20.654905533534,19.7242317686872,24.3280082398202,0.333448316843216,20.0181955476586,21.4252244542149,0
310,10,20,PR,Prevalence,10.0648188736666,14.5443772934867,12.523698742811,12.5318536036267,1.25302849415145,18,11.8111996891694,13.5974379788434,10.2643523845303,14.3874872748365,0.295341648411487,11.9005823322095,13.1468151534125,0
310,10,20,simulatedEIR,EIR,28.6490225241421,35.0158120480044,31.6559385799074,31.1190441139078,1.699467341806,18,30.6634021970667,32.6964630681179,29.2590112810662,34.9125180267402,0.400568293932033,30.8108133533835,32.5010638064314,0
310,10,40,Nv,Host-seeking mosquitoes,39.151619644663,47.8222840816247,41.6310613787484,41.3004138718879,2.4104728818007,18,39.8831138203689,42.0055811120181,39.2804610396117,47.4400787784143,0.568153906862517,40.432361415443,42.8297613420538,0
310,10,40,PR,Prevalence,24.8022622945536,31.4178851894571,27.6177861628091,27.2520556665323,1.88907533758202,18,26.2540820530554,28.6545390739546,25.1702980811982,31.2427894580318,0.445259327125504,26.6783710982642,28.5572012273541,0
310,10,40,simulatedEIR,EIR,55.6301947491959,64.6403119275237,58.3139759505611,57.1272006846955,2.67082506085607,18,56.4756974313161,59.1958162623103,55.8974566944499,64.5708520665185,0.629519503964767,56.9858058945463,59.6421460065758,0
310,10,60,Nv,Host-seeking mosquitoes,59.5824872285466,70.3262631927488,62.3866495190375,61.2455784853018,3.15497274899168,18,60.5887494063808,62.0439828829363,59.7501330975567,70.1937403326386,0.743634208423594,60.8177184818957,63.9555805561794,0
310,10,60,PR,Prevalence,40.4344571637667,49.5331466800797,43.7219676083702,43.0833042289179,2.35969162551524,18,42.3027179818039,44.2555869312299,40.6638310063152,48.610332329658,0.55618464997031,42.548520569711,44.8954146470293,0
310,10,60,simulatedEIR,EIR,76.4469288252256,84.9659218578689,78.9090158469556,77.9227580622151,2.41776787974445,18,77.5247699515286,78.6402890491391,76.7538841371671,84.5886569811871,0.56987335436744,77.7066881665191,80.1113435273922,0
310,10,80,Nv,Host-seeking mosquitoes,80.1400551817221,93.2583130802086,83.0949049044481,81.3186198004758,4.09545904246098,18,80.6801813668975,82.6847571951838,80.2013874468386,93.2463501425802,0.965308953665308,81.0582810365831,85.1315287723132,0
310,10,80,PR,Prevalence,56.5521399107592,65.1189529686481,59.957533916669,59.1474143902938,2.35173955192696,18,58.5255404518307,61.0377849286978,56.920328891991,65.1115703809905,0.554310328250723,58.7880413511718,61.1270264821663,0
310,10,80,simulatedEIR,EIR,91.5630545943471,97.5118529709898,93.0503914867013,92.1579365885655,1.84346279823135,18,91.933441418341,93.005745355089,91.6460501754724,97.5007995584092,0.434508348498171,92.1336590043413,93.9671239690614,0
310,10,100,Nv,Host-seeking mosquitoes,99.999999999466,99.9999999994831,99.9999999994722,99.9999999994707,0.00000000000474942662543964,18,99.9999999994689,99.9999999994744,99.9999999994664,99.9999999994814,0.00000000000111945059119877,99.9999999994699,99.9999999994746,0
310,10,100,PR,Prevalence,70.0821580370315,73.3926686453466,71.9180839327585,71.9025320380635,0.819968112035014,18,71.5207310814608,72.459792641366,70.4024803311867,73.2190731561105,0.193268337458896,71.5103233836858,72.3258444818312,0
310,10,100,simulatedEIR,EIR,100,100,100,100,0,18,100,100,100,100,0,100,100,0
315,10,0,Nv,Host-seeking mosquitoes,0,0,0,0,0,18,0,0,0,0,0,0,0,0
315,10,0,PR,Prevalence,0,0,0,0,0,18,0,0,0,0,0,0,0,0
315,10,0,simulatedEIR,EIR,0,0,0,0,0,18,0,0,0,0,0,0,0,0
315,10,20,Nv,Host-seeking mosquitoes,19.701580788417,24.7759968892219,20.7215677880261,20.2587040945915,1.41478917251312,18,19.8599471960816,20.6543269527993,19.7241376889968,24.328153026174,0.333469005944443,20.0180096845599,21.4251258914923,0
315,10,20,PR,Prevalence,10.2653166324461,14.2620049677841,12.6155378950836,12.8234931787778,1.21440618115863,18,11.9222299481377,13.4251385431907,10.338446499268,14.178961610879,0.286238281937376,12.0116279088799,13.2194478812873,0
315,10,20,simulatedEIR,EIR,28.6998617474952,35.1377494323041,31.7545937155033,31.2200663824403,1.71451867888308,18,30.8200255088507,32.7423827374968,29.2730854086292,35.0383022599212,0.404115928103075,30.9019836351409,32.6072037958657,0
315,10,40,Nv,Host-seeking mosquitoes,39.1517982300978,47.8225566446816,41.6310291166633,41.3002256534278,2.41042529131461,18,39.882949079904,42.0054849740091,39.2806758092965,47.4399975379557,0.568142689677373,40.4323528195498,42.8297054137767,0
315,10,40,PR,Prevalence,25.2954904857971,31.8985301207361,27.8582378364647,27.2218295992712,1.81327963774117,18,26.6011679550566,28.7531369069718,25.6736129466413,31.6609486842989,0.427394109344755,26.9565150866949,28.7599605862344,0
315,10,40,simulatedEIR,EIR,55.7714914209532,64.8395096099237,58.4911019073606,57.2968429752279,2.68170665596306,18,56.6431572831662,59.4194310439548,56.0456800749493,64.7653071005049,0.632084320528194,57.157520561406,59.8246832533151,0
315,10,60,Nv,Host-seeking mosquitoes,59.5824028740309,70.3263161540125,62.3866246675067,61.2454803746031,3.15492150191098,18,60.588728204347,62.0440336548164,59.7500341743229,70.1936247497824,0.743622129370833,60.8177191149385,63.9555302200749,0
315,10,60,PR,Prevalence,41.0524908575912,50.0316094362991,44.0488186682079,43.4592434608833,2.36786929041816,18,42.5530565132252,44.7998071147187,41.2006447298134,49.0244899994462,0.558112144072686,42.8713049724654,45.2263323639504,0
315,10,60,simulatedEIR,EIR,76.5701923563519,85.1464111325659,79.0740826607598,78.1062248504866,2.42193937271548,18,77.7049396719486,78.7739571703325,76.8948014593947,84.7633363724614,0.570856584689937,77.8696805456722,80.2784847758473,0
315,10,80,Nv,Host-seeking mosquitoes,80.1399945188136,93.2626330569138,83.0956395376287,81.3184584394668,4.09740742776214,18,80.6802870262328,82.6848418807254,80.2013413418476,93.25267352427,0.965768192484912,81.0580467605481,85.1332323147092,0
315,10,80,PR,Prevalence,57.4211250667734,65.6502966170048,60.4424640297697,59.496175222362,2.31259648445493,18,59.1202362374694,61.433042724361,57.8165512598853,65.639402988246,0.545084218768751,59.2924368537803,61.5924912057591,0
315,10,80,simulatedEIR,EIR,91.6581637318505,97.5536885370522,93.1407199338237,92.2586186734179,1.82556577731097,18,92.0355867234506,93.0957820943755,91.746772389384,97.5441383124495,0.430289980212894,92.2328874305849,94.0485524370624,0
315,10,100,Nv,Host-seeking mosquitoes,99.9999999996496,99.9999999996608,99.9999999996536,99.9999999996526,0.0000000000031142453332839,18,99.9999999996514,99.999999999655,99.9999999996498,99.9999999996597,0.000000000000734034664481202,99.9999999996521,99.9999999996552,0
